PK_ID,HTTPS
514233,https://api.edmodo.com/
38738,https://apps.mathlearningcenter.org/number-line/
546863,https://apps.mathlearningcenter.org/number-line/
546866,https://apps.mathlearningcenter.org/number-line/
546865,https://apps.mathlearningcenter.org/number-line/
546864,https://apps.mathlearningcenter.org/number-line/
550475,https://archive.org/details/DateWith1950
536625,https://archive.org/download/jana-gana-mana/jana_gana_mana.mp3
542597,https://archive.org/stream/RayBradburyDandelionWine/Ray_Bradbury_-_Dandelion_wine#page/n61/mode/2up
590614,https://ballotpedia.org/Initiative_and_referendum
552174,https://cdn.vox-cdn.com/thumbor/dLvw3QIUp1XNfawJXQ1Wth1Kil0=/0x0:2040x1360/1200x800/filters:focal(857x517:1183x843)/cdn.vox-cdn.com/uploads/chorus_image/image/56698297/main_1200_copy.0.jpg
526051,https://chnm.gmu.edu/1989/exhibits/everyday-life/introduction
533016,https://chnm.gmu.edu/1989/exhibits/everyday-life/introduction
593372,https://commons.wikimedia.org/wiki/File:Periodic_Table_Of_Elements_2016.jpg
593369,https://commons.wikimedia.org/wiki/File:Periodic_Table_Of_Elements_2016.jpg
593367,https://commons.wikimedia.org/wiki/File:Periodic_Table_Of_Elements_2016.jpg
593368,https://commons.wikimedia.org/wiki/File:Periodic_Table_Of_Elements_2016.jpg
546286,https://designschool.canva.com/blog/examples-of-propaganda/
533119,https://docs.google.com/document/d/1-G0aoCXVqCHLqB0CZOIZtSkJaA24AiVNx5Wg0g2tiUY/edit?usp=sharing
551603,https://docs.google.com/document/d/18pkagOTwbienGCAa-YI2ECWYwzh2VmLILXiczlkSavo/edit?usp=sharing
589914,https://docs.google.com/document/d/1Ae_LvqUwu80cbd_Zca_ntfd5x7iF7GJBj2-gP8VYR5s/edit?usp=sharing
545702,https://docs.google.com/document/d/1DhvDv3pV_MtPFhTanAIxHza093GhJ2Pt8iyE4PAzNow/edit?usp=sharing
589925,https://docs.google.com/document/d/1EC0_9BFgjSA5mQlj6Fg-Lt6QKWz6hpz8LzdtmNW2wRA/edit?usp=sharing
533106,https://docs.google.com/document/d/1EMr30i_wXRBtjQcnG-p6rYIVxf4oGtSqSGsqZYvBQiY/edit?usp=sharing
533017,https://docs.google.com/document/d/1EMr30i_wXRBtjQcnG-p6rYIVxf4oGtSqSGsqZYvBQiY/edit?usp=sharing
533112,https://docs.google.com/document/d/1Ia4fd2T7Z1-DwihhFEB69ePaU4SlhYrpoXo-VXz4V7k/edit?usp=sharing
588965,https://docs.google.com/document/d/1L5MFcYc0C-pL7GGmT3zQoZgCi0whcVpxRoYzC8bH6co/edit?usp=sharing
588748,https://docs.google.com/document/d/1LUh6_N4Ln6Ig7E0ZCurb9MXOINO_d1DyTCZMp5-JZ_A/edit?usp=sharing
588747,https://docs.google.com/document/d/1LUh6_N4Ln6Ig7E0ZCurb9MXOINO_d1DyTCZMp5-JZ_A/edit?usp=sharing
589940,https://docs.google.com/document/d/1MZGJCzi9cfEsu89yWCy85mzx9waJDLN2e0qHPzDX-OY/edit?usp=sharing
533029,https://docs.google.com/document/d/1N_Tva9ib2VsLdkkQ5bDmw66ZV39uATUqhx1p9lItYP8/edit?usp=sharing
589923,https://docs.google.com/document/d/1RCmteeFfYyDdJXRQlLlqv15nfUBZ86CcDi6KQx3VfmY/edit?usp=sharing
533109,https://docs.google.com/document/d/1RDkeDYbWro62WJRRNla2bxdvvlXo9AmFv8m_QevWKl0/edit?usp=sharing
533030,https://docs.google.com/document/d/1RqNF-To4p4zcYDlVEUJkTVIaR1h11lgcGy8CVA4-Tb0/edit?usp=sharing
533020,https://docs.google.com/document/d/1RqNF-To4p4zcYDlVEUJkTVIaR1h11lgcGy8CVA4-Tb0/edit?usp=sharing
588599,https://docs.google.com/document/d/1WBOLb923uiYOx4uRwferGXUpExC55bkIavaOYWfMHA4/edit?usp=sharing
589929,https://docs.google.com/document/d/1_EbFupVQbEJcpi7DU4JeJIXgLbyuDL_Y3hvmsY4wMAY/edit?usp=sharing
592102,https://docs.google.com/document/d/1_GwU1Dq_kjKZH6msNx_KhzgDs2Zc0ESv/edit
533023,https://docs.google.com/document/d/1_h-bKVSwF47bfmUSIcnFLpoNbKAE4vrUHyZzm6MiJtM/edit?usp=sharing
544198,https://docs.google.com/document/d/1fKaAOG5a8ZegaceegZfdYBO5GTyJl3Mhl5V-agGAzgQ/edit?usp=sharing
544377,https://docs.google.com/document/d/1fKaAOG5a8ZegaceegZfdYBO5GTyJl3Mhl5V-agGAzgQ/edit?usp=sharing
533033,https://docs.google.com/document/d/1jf2HrTU3juLAeIKjVyThhjHOZiaJQyj5RGa0L1LJmAY/edit?usp=sharing
533115,https://docs.google.com/document/d/1jn3NNvRGBRt2CuY7O5Fyxj9vUYM6jkuhy9Hpgjr1Mq8/edit?usp=sharing
533128,https://docs.google.com/document/d/1jn3NNvRGBRt2CuY7O5Fyxj9vUYM6jkuhy9Hpgjr1Mq8/edit?usp=sharing
533125,https://docs.google.com/document/d/1mPyXNiHapYgLF0t2YIrkc2ZPA8JFb_WbLVs6pFI_73A/edit?usp=sharing
159953,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159956,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159988,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159993,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
160028,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
160039,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
160064,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
160107,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
160111,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
160113,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
160116,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
533026,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
533122,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
533036,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159807,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159810,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159834,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159837,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159875,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159879,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159880,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159903,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159914,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159923,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159949,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159952,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
139799,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159518,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159523,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159529,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159546,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159551,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159560,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159577,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159609,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159617,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159618,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159630,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159631,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159656,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159664,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159699,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159701,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159713,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159714,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159741,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159744,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159745,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159751,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159778,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
159781,https://docs.google.com/document/d/1m_dDXTmfuIjljCne_PRpXy2xGxz_b-2du0_XtFisHN0/edit?usp=sharing
589942,https://docs.google.com/document/d/1oVUxTdTrVRdh6vWGL6QFHVu2dG2xWCdTgvUy4pdbLuQ/edit?usp=sharing
589931,https://docs.google.com/document/d/1vPyR8Cs7mLcNAqL2X6D22PqMa_SeyqL-e_M83dP8aLo/edit?usp=sharing
588601,https://docs.google.com/document/d/1vm_xJRErR9Z185l2qnxtEwwKp6lD5aqqIULoOT3S-us/edit?usp=sharing
589926,https://docs.google.com/document/d/1vpqksZBscn_l5bH9sfVHD2RU8x0QOyFTMhrHr-uW6mc/edit?usp=sharing
592078,https://docs.google.com/document/d/1zcPqSCCk-DUPDy2-gKxc2h5qDcCbH-7D/edit
551385,https://docs.google.com/presentation/d/1iMt60W2tnmOcwBEUGkz2JjLxuOLDgZ9hvifUCq1FSE4/edit?usp=sharing
494698,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0
494699,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0
495157,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0
495158,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0
495159,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0
495160,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0
495161,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0
495162,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0
495163,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0
495164,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0
495165,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0
495169,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0
495170,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0
495171,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0
495172,https://docs.google.com/spreadsheet/ccc?key=0AigEt0MPu0f0dGRKbGhySW9hck54WmJjejduSzlFQ3c#gid=0
